,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni
324,Cissokho,d,GEN,11,"5,77","5,77",0,0,0 / 0,0,1,0,1
325,Felipe Melo,c,INT,22,"5,82","5,77",1,0,0 / 0,0,1,6,2
326,Kuzmanovic,c,UDI,15,"5,93","5,77",0,0,0 / 0,0,0,5,0
327,Gagliolo,d,CAR,31,"5,87","5,76",1,0,0 / 0,0,0,11,1
328,Glik,d,TOR,33,"5,89","5,76",0,0,0 / 0,0,1,11,0
329,Gabriel Silva,d,GEN,25,"5,76","5,76",0,0,0 / 0,0,2,4,0
330,Hallfredsson,c,UDI,25,"5,94","5,76",0,0,0 / 0,0,1,11,0
331,Livaja,a,EMP,17,"5,79","5,76",1,0,0 / 0,0,0,7,0
332,Felipe,d,UDI,25,"5,86","5,76",1,0,0 / 0,0,1,11,1
333,Diousse',c,EMP,14,"5,89","5,75",0,0,0 / 0,0,0,2,1
334,Piu,a,EMP,4,"5,75","5,75",0,0,0 / 0,0,0,0,0
335,Mauri J,c,MIL,4,"6,0","5,75",0,0,0 / 0,0,0,2,0
336,Bonazzoli,a,SAM,2,"5,75","5,75",0,0,0 / 0,0,0,0,0
337,Obi,c,TOR,8,"5,56","5,75",1,0,0 / 0,0,0,1,1
338,Pasquale,d,UDI,4,"5,88","5,75",0,0,0 / 0,0,0,2,0
339,Gyomber,d,ROM,2,"5,75","5,75",0,0,0 / 0,0,0,1,0
340,Tonev,c,FRO,21,"5,74","5,74",0,0,0 / 0,0,1,2,0
341,Taider,c,BOL,28,"5,80","5,73",0,0,0 / 0,0,0,4,0
342,Montolivo,c,MIL,31,"5,77","5,73",0,0,0 / 0,0,1,5,0
343,Toloi,d,ATA,24,"5,85","5,73",1,0,0 / 0,0,0,6,1
344,Radovanovic,c,CHI,25,"5,86","5,72",0,0,0 / 0,0,0,8,0
345,Zuniga,d,BOL,9,"5,61","5,72",0,0,0 / 0,0,1,0,0
346,Aguirre,a,UDI,9,"5,67","5,72",0,0,0 / 0,0,1,1,0
347,Pereira P.,d,SAM,9,"5,61","5,72",0,0,0 / 0,0,1,0,0
348,Diakite',d,SAM,26,"5,75","5,71",1,0,0 / 0,0,0,8,0
349,Tino Costa,c,FIO,17,"5,88","5,71",0,0,0 / 0,0,0,7,0
350,Fiamozzi,d,GEN,7,"5,79","5,71",0,0,0 / 0,0,0,1,0
351,Wallace O,d,CAR,5,"5,8","5,7",0,0,0 / 0,0,0,1,0
352,Mpoku,a,CHI,15,"5,8","5,7",0,0,0 / 0,0,0,3,0
353,Lazaar,d,PAL,30,"5,63","5,7",1,0,0 / 0,0,1,2,1
354,Avelar,d,TOR,5,"5,9","5,7",0,0,0 / 0,0,1,1,0
355,Grassi,c,NAP,13,"5,92","5,69",0,0,0 / 0,0,0,4,1
356,Roncaglia,d,FIO,29,"5,74","5,69",1,0,0 / 0,0,0,9,0
357,Ciofani M,d,FRO,16,"5,69","5,69",0,0,0 / 0,0,1,2,0
358,Rosi,d,FRO,24,"5,79","5,69",0,0,0 / 0,0,0,6,0
359,Zapata C.,d,MIL,16,"5,62","5,69",1,0,0 / 0,0,0,4,0
360,Maksimovic,d,TOR,16,"5,72","5,69",0,0,0 / 0,0,1,3,0
361,Fedele,c,CAR,8,"5,81","5,69",0,0,0 / 0,0,0,2,0
362,Conti,d,ATA,12,"5,29","5,67",2,0,0 / 0,0,1,1,1
363,Wilczek,a,CAR,3,"5,67","5,67",0,0,0 / 0,0,0,0,0
364,Ronaldo P,c,LAZ,3,"5,83","5,67",0,0,0 / 0,0,0,1,0
365,Capel,c,GEN,18,"5,72","5,67",0,0,0 / 0,0,0,2,0
366,Martinho,c,CAR,10,"5,8","5,65",0,0,0 / 0,0,0,3,0
367,Rebic,a,VER,13,"5,58","5,65",1,0,0 / 0,0,0,2,1
368,Juanito Gomez,a,VER,30,"5,6","5,65",1,0,0 / 0,0,0,3,0
369,Telles,d,INT,20,"5,78","5,65",0,0,0 / 0,0,1,5,1
370,Santon,d,INT,11,"5,68","5,64",0,0,0 / 0,0,0,1,0
371,Palombo,c,SAM,7,"5,64","5,64",0,0,0 / 0,0,0,0,0
372,Gori,c,FRO,27,"5,85","5,63",0,0,0 / 0,0,0,10,1
373,De Maio,d,GEN,27,"5,72","5,63",1,0,0 / 0,0,0,5,1
374,Cofie,c,CAR,27,"5,76","5,63",0,0,0 / 0,0,0,7,0
375,Romagnoli,d,MIL,34,"5,78","5,63",0,0,0 / 0,0,0,8,1
376,Balotelli,a,MIL,15,"5,73","5,63",1,0,0 / 1,0,1,6,0
377,Suagher,d,CAR,8,"6,06","5,62",0,0,0 / 0,0,0,8,0
378,Dodo' R.,d,SAM,17,"5,68","5,62",0,0,0 / 0,0,1,4,0
379,Guarin,c,INT,13,"5,65","5,62",1,0,0 / 0,0,0,7,0
380,Bertolacci,c,MIL,25,"5,58","5,62",1,0,0 / 0,0,1,6,0
381,Cassani,d,SAM,24,"5,75","5,62",0,0,0 / 0,0,1,6,1
382,Kone,c,FIO,4,"5,62","5,62",0,0,0 / 0,0,1,0,1
383,Bianchetti,d,VER,20,"5,58","5,62",1,0,0 / 0,0,0,4,0
384,Basta,d,LAZ,22,"5,73","5,61",0,0,0 / 0,0,0,1,0
385,Gonzalez G,d,PAL,35,"5,71","5,61",2,0,0 / 0,0,0,11,0
386,Cosic,d,EMP,9,"5,83","5,61",0,0,0 / 0,0,0,4,0
387,Tomovic,d,FIO,20,"5,72","5,6",0,0,0 / 0,0,0,5,0
388,Gucher,c,FRO,20,"5,68","5,6",0,0,0 / 0,0,0,3,0
389,Braafheid,d,LAZ,5,"5,6","5,6",0,0,0 / 0,0,0,0,0
390,Castillo,a,FRO,5,"5,7","5,6",0,0,0 / 0,0,0,1,0
391,Ajeti,d,FRO,15,"5,77","5,6",1,0,0 / 0,0,0,5,1
392,Barreto,c,SAM,28,"5,61","5,59",0,0,0 / 0,0,1,3,0
393,Pulgar,c,BOL,11,"5,68","5,59",0,0,0 / 0,0,0,2,0
394,Zambelli,d,EMP,16,"5,69","5,59",0,0,0 / 0,0,0,3,0
395,Radu,d,LAZ,13,"5,69","5,58",0,0,0 / 0,0,1,3,1
396,Brugman,c,PAL,13,"5,65","5,58",0,0,0 / 0,0,0,2,0
397,Gaston Silva,d,TOR,12,"5,62","5,58",0,0,0 / 0,0,1,3,0
398,Gazzi,c,TOR,13,"5,73","5,58",0,0,0 / 0,0,0,4,0
399,Souprayen,d,VER,20,"5,75","5,58",0,0,0 / 0,0,0,5,1
400,Spolli,d,CHI,14,"5,82","5,57",0,0,0 / 0,0,0,5,1
401,Pandev,a,GEN,14,"5,64","5,57",0,0,0 / 0,0,0,0,1
402,Heurtaux,d,UDI,14,"5,71","5,57",0,0,0 / 0,0,0,4,0
403,Sala,c,SAM,22,"5,70","5,57",0,0,0 / 0,0,1,8,0
404,Poli F,d,CAR,10,"5,8","5,55",0,0,0 / 0,0,0,5,0
405,Barba,d,EMP,10,"5,7","5,55",0,0,0 / 0,0,0,3,0
406,Nagatomo,d,INT,21,"5,74","5,55",0,0,0 / 0,0,0,4,2
407,Albertazzi,d,VER,10,"5,75","5,55",0,0,0 / 0,0,0,4,0
408,Andelkovic,d,PAL,22,"5,61","5,55",0,0,0 / 0,0,1,3,1
409,Danilo Lar.,d,UDI,34,"5,74","5,54",0,0,0 / 0,0,0,9,2
410,Edenilson,d,UDI,28,"5,59","5,54",0,0,0 / 0,0,0,3,0
411,Pinzi,c,CHI,14,"5,75","5,54",0,0,0 / 0,0,0,7,0
412,Juan Jesus,d,INT,16,"5,62","5,53",0,0,0 / 0,0,0,3,0
413,Chochev,c,PAL,23,"5,61","5,52",0,0,0 / 0,0,1,6,0
414,Monachello,a,ATA,8,"5,62","5,5",0,0,0 / 0,0,0,2,0
415,Ferrari A.,d,BOL,18,"5,67","5,5",0,0,0 / 0,0,0,6,0
416,Pelagotti,p,EMP,6,"6,33","5,5",0,5,0 / 0,0,0,0,0
417,Pugliesi,p,EMP,1,"6,5","5,5",0,1,0 / 0,0,0,0,0
418,Signorelli,c,EMP,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
419,Handanovic,p,INT,36,"6,43","5,5",0,34,0 / 0,1,0,5,0
420,Coman,a,JUV,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
421,Hoedt,d,LAZ,24,"5,60","5,5",0,0,0 / 0,0,0,3,1
422,Calabria,d,MIL,6,"5,83","5,5",0,0,0 / 0,0,0,4,0
423,Nocerino,c,MIL,2,"5,5","5,5",0,0,0 / 0,0,0,0,0
424,Gabriel,p,NAP,1,"5,5","5,5",0,3,0 / 0,1,0,0,0
425,Maggio,d,NAP,5,"5,5","5,5",0,0,0 / 0,0,0,0,0
426,Marquinho,c,UDI,8,"5,62","5,5",0,0,0 / 0,0,0,3,0
427,Coda,d,SAM,2,"5,75","5,5",0,0,0 / 0,0,0,1,0
428,Piris,d,UDI,24,"5,60","5,5",0,0,0 / 0,0,0,5,0
429,Wague,d,UDI,20,"5,68","5,5",0,0,0 / 0,0,0,5,1
430,Falco,c,BOL,4,"5,62","5,5",0,0,0 / 0,0,0,1,0
431,Checchin,c,VER,1,"5,5","5,5",0,0,0 / 0,0,0,1,0
432,Prcic,c,TOR,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
433,Pryima,d,FRO,4,"5,62","5,5",0,0,0 / 0,0,0,1,0
434,Pezzella Giu.,d,PAL,8,"5,5","5,5",0,0,0 / 0,0,0,0,0
435,Constant,d,BOL,6,"5,5","5,5",0,0,0 / 0,0,0,0,0
436,Mbaye,d,BOL,15,"5,63","5,47",0,0,0 / 0,0,0,3,1
437,Frey,d,CHI,18,"5,67","5,47",0,0,0 / 0,0,0,3,0
438,Silvestre,d,SAM,25,"5,6","5,46",0,0,0 / 0,0,0,7,0
439,Marchese,d,GEN,9,"5,67","5,44",0,0,0 / 0,0,0,4,0
440,Torosidis,d,ROM,7,"5,5","5,43",0,0,0 / 0,0,0,2,0
441,Mesbah,d,SAM,7,"5,57","5,43",0,0,0 / 0,0,0,2,0
442,Jajalo,c,PAL,26,"5,58","5,42",0,0,0 / 0,0,0,8,0
443,Matavz,a,GEN,6,"5,42","5,42",0,0,0 / 0,0,0,0,0
444,De Sciglio,d,MIL,22,"5,48","5,41",0,0,0 / 0,0,0,3,0
445,Moisander,d,SAM,20,"5,65","5,4",0,0,0 / 0,0,0,4,1
446,Guilherme T.,c,UDI,5,"5,5","5,4",0,0,0 / 0,0,0,1,0
447,Ranocchia,d,SAM,18,"5,58","5,39",0,0,0 / 0,0,0,5,1
448,Morganella,d,PAL,14,"5,54","5,39",0,0,0 / 0,0,1,4,1
449,Porcari,c,CAR,4,"5,5","5,38",0,0,0 / 0,0,0,1,0
450,Mchedlidze,a,EMP,8,"5,56","5,38",0,0,0 / 0,0,0,2,1
451,Patric,d,LAZ,8,"5,62","5,38",0,0,0 / 0,0,0,2,1
452,Fares,a,VER,8,"5,38","5,38",0,0,0 / 0,0,1,2,0
453,Crivello,d,FRO,17,"5,44","5,35",0,0,0 / 0,0,1,5,0
454,Reina,p,NAP,37,"6,14","5,34",0,29,0 / 0,0,0,1,0
455,Carmona,c,ATA,6,"5,67","5,33",0,0,0 / 0,0,0,2,1
456,Bubnjic,d,CAR,9,"5,39","5,33",0,0,0 / 0,0,0,1,0
457,Montoya,d,INT,3,"5,33","5,33",0,0,0 / 0,0,0,0,0
458,Farnerud,c,TOR,3,"5,33","5,33",0,0,0 / 0,0,0,0,0
459,Regini,d,NAP,14,"5,39","5,32",0,0,0 / 0,0,0,2,0
460,Crisetig,c,BOL,5,"5,4","5,3",0,0,0 / 0,0,0,1,0
461,Bertoncini,d,FRO,5,"5,4","5,3",0,0,0 / 0,0,0,1,0
462,Iturra,c,UDI,15,"5,57","5,3",0,0,0 / 0,0,0,8,0
463,Sportiello,p,ATA,36,"6,24","5,26",0,43,0 / 0,3,0,2,0
464,Acquafresca,a,BOL,4,"5,25","5,25",0,0,0 / 0,0,0,0,0
465,Longo,a,FRO,6,"5,42","5,25",0,0,0 / 0,0,0,2,0
466,De Vrij,d,LAZ,2,"5,25","5,25",0,0,0 / 0,0,0,0,0
467,Daprela',d,CAR,4,"5,5","5,25",0,0,0 / 0,0,0,2,0
468,Struna,d,PAL,22,"5,39","5,25",1,0,0 / 0,0,0,10,1
469,De Sanctis,p,ROM,4,"6,25","5,25",0,7,0 / 0,1,0,0,0
470,Cristante,c,PAL,2,"5,25","5,25",0,0,0 / 0,0,0,0,0
471,Donnarumma G.,p,MIL,29,"6,26","5,21",0,29,0 / 0,0,0,3,0
472,Poli,c,MIL,12,"5,25","5,21",0,0,0 / 0,0,1,1,0
473,Castan,d,ROM,5,"5,3","5,2",0,0,0 / 0,0,0,1,0
474,Consigli,p,SAS,37,"6,19","5,20",0,38,0 / 0,2,0,3,1
475,Szczesny,p,ROM,34,"6,21","5,19",0,34,0 / 0,0,0,1,0
476,Perin,p,GEN,25,"6,3","5,18",0,30,0 / 0,1,0,2,0
477,Valdifiori,c,NAP,6,"5,42","5,17",0,0,0 / 0,0,0,3,0
478,Marquez,d,VER,9,"5,56","5,17",0,0,0 / 0,0,0,3,0
479,Matuzalem,c,VER,3,"5,33","5,17",0,0,0 / 0,0,0,1,0
480,Djimsiti,d,ATA,3,"5,33","5,17",0,0,0 / 0,0,0,1,0
481,Mauricio,d,LAZ,23,"5,48","5,15",0,0,0 / 0,0,0,13,1
482,Bizzarri,p,CHI,35,"6,23","5,14",0,43,0 / 0,2,0,2,0
483,Mirante,p,BOL,33,"6,30","5,12",0,41,0 / 0,1,0,2,0
484,Benussi,p,CAR,4,"5,88","5,12",0,3,0 / 0,0,0,0,0
485,Gentiletti,d,LAZ,19,"5,47","5,11",0,0,0 / 0,0,0,10,0
486,Viviano,p,SAM,37,"6,32","5,11",0,56,0 / 0,4,0,2,0
487,Da Costa,p,BOL,5,"6,0","5,1",0,4,0 / 0,0,0,1,0
488,Tatarusanu,p,FIO,37,"6,15","5,07",0,39,0 / 0,0,0,2,0
489,Krsticic,c,SAM,7,"5,5","5,07",0,0,0 / 0,0,1,5,0
490,Marchetti,p,LAZ,29,"6,17","5,03",0,39,0 / 0,2,0,0,0
491,Radunovic,p,ATA,1,"6,0","5,0",0,1,0 / 0,0,0,0,0
492,Gnoukouri,c,INT,1,"5,0","5,0",0,0,0 / 0,0,0,0,0
493,Neto,p,JUV,3,"6,0","5,0",0,3,0 / 0,0,0,0,0
494,Isla,d,JUV,1,"5,0","5,0",0,0,0 / 0,0,0,0,0
495,Morrison,c,LAZ,1,"5,0","5,0",0,0,0 / 0,0,0,0,0
496,De Jong,c,MIL,5,"5,2","5,0",0,0,0 / 0,0,0,0,1
497,Colombi,p,CAR,2,"6,0","5,0",0,2,0 / 0,0,0,0,0
498,Vitiello,d,PAL,8,"5,56","5,0",0,0,0 / 0,0,0,3,1
499,Pegolo,p,SAS,2,"6,25","5,0",0,2,0 / 0,0,0,1,0
500,Domizzi,d,UDI,3,"5,17","5,0",0,0,0 / 0,0,0,1,0
501,Merkel,c,UDI,1,"5,5","5,0",0,0,0 / 0,0,0,1,0
502,Balogh N.,a,PAL,1,"5,0","5,0",0,0,0 / 0,0,0,0,0
503,Berisha,p,LAZ,11,"5,86","4,91",0,13,0 / 0,1,0,1,0
504,Belec,p,CAR,30,"6,15","4,87",0,41,0 / 0,1,0,1,0
505,Lamanna,p,GEN,13,"6,31","4,77",0,18,0 / 0,0,0,0,0
506,Skriniar,d,SAM,2,"5,25","4,75",0,0,0 / 0,0,0,1,1
507,Skorupski,p,EMP,31,"6,16","4,74",0,43,0 / 0,0,0,2,0
508,Sorrentino,p,PAL,35,"6,41","4,74",0,58,0 / 0,0,0,1,0
509,Karnezis,p,UDI,38,"6,11","4,61",0,60,0 / 0,1,0,0,0
510,Lezzerini,p,FIO,2,"6,0","4,5",0,3,0 / 0,0,0,0,0
511,Locatelli,c,MIL,1,"5,0","4,5",0,0,0 / 0,0,0,1,0
512,Gollini,p,VER,26,"6,21","4,48",0,44,0 / 0,0,0,2,0
513,Padelli,p,TOR,35,"5,99","4,46",0,50,0 / 0,0,0,3,0
514,Leali,p,FRO,33,"6,14","4,39",0,59,0 / 0,1,0,3,0
515,Rafael,p,VER,12,"5,71","4,12",0,18,0 / 0,0,0,0,1
516,Carrizo,p,INT,2,"6,0","4,0",0,4,0 / 0,0,0,0,0
517,Diego Lopez,p,MIL,8,"5,81","4,0",0,14,0 / 0,0,0,1,0
518,Ichazo,p,TOR,3,"5,67","4,0",0,5,0 / 0,0,0,0,0
519,Camporese,d,EMP,2,"4,75","3,75",0,0,0 / 0,0,0,0,0
520,Rodrigo Ely,d,MIL,3,"4,67","3,5",0,0,0 / 0,0,0,1,1
521,Bassi,p,ATA,1,"6,0","3,0",0,3,0 / 0,0,0,0,0
522,Coppola,p,VER,1,"6,0","3,0",0,1,0 / 0,0,0,0,0
523,Alastra,p,PAL,2,"6,0","3,0",0,6,0 / 0,0,0,0,0
524,Zappino,p,FRO,4,"5,75","2,25",0,14,0 / 0,0,0,0,0
525,Brkic,p,CAR,4,"5,12","2,12",0,12,0 / 0,0,0,0,0
526,Brignoli,p,SAM,1,"5,5","0,5",0,5,0 / 0,0,0,0,0
527,Merelli,p,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
528,Canini,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
529,Del Grosso,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
530,Kresic,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
531,Estigarribia,c,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
532,Giorgi,c,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
533,Boakye,a,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
534,Marilungo,a,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
535,Sarr M.,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
536,Stojanovic D.,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
537,Ceccarelli,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
538,Garics,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
539,Radakovic,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
540,Pulzetti,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
541,Bianchi,a,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
542,Cacia,a,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
543,Murano,p,CAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
544,Franchini,d,CAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
545,Sarzi,d,CAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
546,Sabbione,c,CAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
547,Loi,a,CAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
548,Bressan,p,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
549,Edimar,d,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
550,Pucino,d,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
551,Bellomo,c,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
552,Christiansen,c,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
553,Izco,c,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
554,Vajushi,c,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
555,Dermaku,d,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
556,Brillante,c,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
557,Sepe,p,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
558,Basanta,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
559,Hegazy,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
560,Bakic,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
561,Capezzi,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
562,Diakhate,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
563,Fazzi,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
564,Joaquin,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
565,Pigliacelli,p,FRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
566,Zanon,d,FRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
567,Altobelli,c,FRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
568,Crescenzi E,c,FRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
569,Lupoli,a,FRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
570,Donnarumma An.,p,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
571,Ujkani,p,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
572,Tambe',d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
573,Fetfatzidis,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
574,Panico,a,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
575,Berni,p,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
576,Andreolli,d,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
577,Biraghi,d,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
578,Dimarco,d,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
579,Vidic,d,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
580,Kovacic,c,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
581,Schelotto,c,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
582,Shaqiri,c,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
583,Puscas,a,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
584,Rubinho,p,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
585,De Ceglie,d,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
586,Magnusson,d,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
587,Llorente,a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
588,Guerrieri,p,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
589,Cana,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
590,Crecco,c,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
591,Oikonomidis,c,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
592,Perea,a,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
593,Rozzi,a,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
594,Agazzi,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
595,Simic S,d,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
596,Mastour,c,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
597,Andujar,p,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
598,Rafael Cabral,p,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
599,Henrique A.b.,d,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
600,Luperto,d,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
601,Dezi,c,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
602,Inler,c,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
603,Vargas E,a,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
604,Milanovic,d,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
605,Terzi,d,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
606,Velazquez Ja,d,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
607,Benali,c,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
608,Bolzoni,c,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
609,Della Rocca,c,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
610,N'goyi,c,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
611,Bentivegna,a,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,1,0
612,Joao Silva,a,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
613,Matheus Cassini,a,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
614,Lobont,p,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
615,Svedkauskas,p,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
616,Capradossi,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
617,Cole,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
618,Yanga Mbiwa,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
619,Doumbia,a,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
620,Ibarbo,a,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
621,Sanabria,a,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
622,Puggioni,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
623,Salamon,d,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
624,De Vitis,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
625,Lulic K,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
626,Marchionni,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
627,Oneto,a,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
628,Perilli,p,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
629,Pomini,p,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
630,Dell'orco,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
631,Fontanesi,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
632,Gliozzi,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
633,Castellazzi,p,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
634,Gomis L,p,FRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
635,Vesovic,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
636,Stevanovic A.,c,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
637,Amauri,a,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
638,Morra,a,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
639,Meret,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
640,Romo,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
641,Scuffet,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
642,Faraoni,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
643,Neuton,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
644,Hallberg,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
645,Lucas Evangelista,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
646,Verre,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
647,Geijo,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
648,Lopez N.,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
