,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000
592,De Giorgio,a,CRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
593,Torromino,a,CRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
594,Matheus Pereira,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
595,Diks,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
596,Zima L.,p,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
597,Renzetti,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
598,Erkin,d,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
599,Yao,d,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
600,Mandragora,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
601,Minala,c,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
602,Aldegani,p,PES,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
603,Aresti,p,PES,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
604,Mazzotta,d,PES,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
605,Selasi,c,PES,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
606,Nicastro,a,PES,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
607,Alisson,p,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
608,Seck M.,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
609,Tozzo,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
610,Eramo,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
611,Sbrissa,c,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
612,Musavu-King,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
613,Harbaoui,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
614,Cinelli,c,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
615,Toledo,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
616,Jallow,a,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
617,Leitner,c,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
618,Amuzie,d,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
619,Cojocaru,p,CRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
620,Plizzari,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
621,Coppola D,p,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
622,Cucchietti,p,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
623,Cubas,c,PES,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
624,Satalino,p,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
625,Simic L,d,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
626,Ranegie,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
627,Valencia Jm,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
628,Falcone,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
629,Scamacca,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
