,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000
591,Leris,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
592,Lukaku,a,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,44,-
593,Ceter,a,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
594,Calabresi,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
595,Kouame',a,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,-
596,Fuzato,p,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
597,Rosati,p,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
598,Opoku,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
599,Imperiale,d,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
600,Contini,p,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
601,Romero,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,15,-
602,Millico,a,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
603,Armini,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
604,Jagiello,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-
605,Lazaro,c,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
606,Vavro,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
607,Tripaldelli,d,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
608,Agoume,c,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
609,Denswil,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
610,Tomiyasu,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,9,-
611,Cristo,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
612,Andrenacci,p,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
613,Fagioli,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
614,Cangiano,a,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
615,Empereur,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
616,Obiang,c,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
617,Tutino,a,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,8,-
618,Benkovic,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
619,Tuanzebe,d,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-
620,Turati,p,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
621,Czyborra,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
622,Villar,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
623,Haraslin,c,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
624,Baldursson,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
625,Ballarini,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
626,Ladinetti,c,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
627,Manzari,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
628,Gagliano,a,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
629,Dalle Mura,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
630,Palumbo,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
631,Escalante,c,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
632,Krapikas,p,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
633,Ramos,d,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
634,Segre,c,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
635,Ruegg,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
636,Boer,p,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
637,Alia,p,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
638,Hauge,a,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-
639,Leo' Sena,c,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
640,Amione,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
641,Gasparini,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
642,Rojas,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
643,Oddei,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
644,Reynolds,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
645,Cortinovis,c,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
646,Furlan,p,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
647,Damiani,c,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
648,Moreo,a,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
649,Ferrarini,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
650,Munteanu,a,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
651,Sy,d,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
652,Boultam,c,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
653,Cavion,c,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
654,Kristoffersen,a,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
655,Kaique Rocha,d,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
656,Kornvig,c,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
657,Bjarkason,c,VEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
658,Pecile,c,VEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
659,Taugourdeau,c,VEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-
660,Bocalon,a,VEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
661,Adamonis,p,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
662,De Luca,a,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
663,Bianco,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
664,Yepes,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
665,Marfella,p,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
666,Bertinato,p,VEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
667,Holm,d,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
668,Molla,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
669,Ihattaren,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
670,Russo,p,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
671,Piana,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
672,Neri,p,VEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
673,De Winter,d,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
674,Lazetic,a,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
