,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000
592,Perea,a,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
593,Rozzi,a,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
594,Agazzi,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
595,Simic S,d,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
596,Mastour,c,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
597,Andujar,p,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
598,Rafael Cabral,p,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
599,Henrique A.b.,d,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
600,Luperto,d,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
601,Dezi,c,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
602,Inler,c,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,8,-
603,Vargas E,a,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-
604,Milanovic,d,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
605,Terzi,d,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
606,Velazquez Ja,d,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
607,Benali,c,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-
608,Bolzoni,c,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
609,Della Rocca,c,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
610,N'goyi,c,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
611,Bentivegna,a,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,1,0,1,-
612,Joao Silva,a,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
613,Matheus Cassini,a,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
614,Lobont,p,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
615,Svedkauskas,p,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
616,Capradossi,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
617,Cole,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
618,Yanga Mbiwa,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,-
619,Doumbia,a,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,8,-
620,Ibarbo,a,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,12,-
621,Sanabria,a,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
622,Puggioni,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
623,Salamon,d,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
624,De Vitis,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
625,Lulic K,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
626,Marchionni,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
627,Oneto,a,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
628,Perilli,p,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
629,Pomini,p,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
630,Dell'orco,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
631,Fontanesi,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
632,Gliozzi,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
633,Castellazzi,p,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
634,Gomis L,p,FRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
635,Vesovic,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
636,Stevanovic A.,c,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
637,Amauri,a,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-
638,Morra,a,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
639,Meret,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
640,Romo,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
641,Scuffet,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
642,Faraoni,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
643,Neuton,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
644,Hallberg,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
645,Lucas Evangelista,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
646,Verre,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
647,Geijo,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
648,Lopez N.,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,12,-
649,Zapata A,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
650,Winck,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
651,Iniguez,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
652,Insua,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
653,Perisan,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
654,Baez,a,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
655,Rodriguez A,a,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
656,Federico Gino,c,CAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
657,Ponce,a,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
658,Vitale,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
659,Krivicic,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
660,Ponce A,a,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
661,Mendez,a,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
662,Bruno Gomes,a,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
663,Mantovani,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
664,Audero,p,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
665,Arteaga,a,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-
666,Gnahore',c,CAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
667,Marcone,p,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
668,Sporkslede,c,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
669,Benalouane,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
670,Ninkovic,c,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
671,Miranda Rada,a,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
672,Balic,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
673,Livieri,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
