,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000,Classifica
567,Zanotti,d,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,8
568,Ruan,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,3,12
569,Motoc,d,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,10
570,Lazetic,a,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,3
571,Praszelik,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,2,13
572,Bohinen,c,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,10,10
573,Mikael,a,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,10
574,Cacace,d,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,4,15
575,Trimboli,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,18
576,Cisse',a,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,0,1
577,Bertola,d,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,14
578,Bagnolini,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,16
579,Pafundi,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,4
580,Milanese,c,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,2,19
581,Onana,p,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,8,8
582,Gila,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,6,9
583,Voelkerling Persson,a,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,17
584,Svilar,p,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,5
585,Alvarez A.,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,1,0,12,15,12
586,Bayeye,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,6
587,Ebosele,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,1,0,1,4,4
588,Buta,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,4
589,Sorrentino A.,p,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,20
590,Tenkorang,c,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,19
591,Ferguson,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,8,16
592,Ndiaye,d,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,19
593,Ravanelli,d,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,0,19
594,Fiordaliso,d,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,19
595,Strizzolo,a,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,0,19
596,Bjorkengren,c,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,17
597,Vignato S.,c,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,20
598,Ciezkowski,p,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,19
599,Casadei,c,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,8
600,Micai,p,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,10
601,Chiesa M.,p,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,13
602,Hrustic,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,6,13
603,Bondo,c,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,3,20
604,Samek,c,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,2,17
605,Degli Innocenti,c,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,15
606,Fazzini,c,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,15
607,Acella,c,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,19
608,Tripi,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,5
609,Abankwah,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,4
610,Guessand A.,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,4
611,Saro,p,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,19
612,Normann,c,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,0,17
613,Cabal,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,5,13
614,Sosa,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,3,16
615,Ehizibue,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,7,4
616,Thiaw,d,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,13,3
617,Guarino,d,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,15
618,Garbett,c,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,6
619,Camara Ma.,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,14,5
620,Sanca,a,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,14
621,Hendry,d,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,8,19
622,Posch,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,8,16,16
