,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000,Classifica
569,Higuain,a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,20,-,4
570,Florenzi,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,8,-,6
571,Antei,d,BEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
572,Gazzola,d,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
573,Benassi,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,9
574,Badu,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,9
575,Alastra,p,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
576,Donsah,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-,13
577,Perisan,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,12
578,Kragl,c,BEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-,
579,Adjapong,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,11
580,Pajac,d,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,18
581,Zima L.,p,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,19
582,Aresti,p,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,18
583,Schick,a,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,22,-,6
584,Lukaku J.,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,5
585,Wallace,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,5
586,Milik,a,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,12,-,3
587,Ricci F.,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,11
588,Cristoforo,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,7
589,Kiyine,c,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,5
590,Castagne,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,10,-,8
591,Under,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,14,-,6
592,Jaroszynski,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,19
593,Del Pinto,c,BEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
594,Romagna,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,11
595,Dalbert,d,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-,2
596,Rossi F.,p,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,8
597,Stepinski,a,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,-,9
598,El Yamiq,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,19
599,Sanogo,c,BEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
600,Zaniolo,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,8,-,6
601,Proto,p,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,5
602,Younes,a,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,-,3
603,Kluivert,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,-,6
604,Rosati,p,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,7
605,Dini,p,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
606,Kingsley,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
607,Contini,p,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,3
608,Frattesi,c,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,11
609,Riccardi,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,6
610,Bradaric F.,c,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,18
611,Aina,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-,10
612,Troost-Ekong,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-,12
613,Teodorczyk,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,12
614,Paqueta',c,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,-,1
615,Despodov,a,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,-,18
616,Nicolussi Caviglia,c,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
617,Brancolini,p,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,7
618,Montiel,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,7
619,Corbo,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
620,Armini,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,5
621,Jagiello,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-,19
622,Adorante,a,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
623,Adekanye,a,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,5
624,Bocchetti,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,9
625,Jony,c,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-,5
626,Carnesecchi,p,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,8
627,Pinna,d,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,18
628,Esposito,a,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,2
629,Ferigra,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,10
630,Rauti,a,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,10
631,Henderson L.,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,9
632,Schone,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,19
633,Avogadri,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,15
634,Ankersen,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,19
635,Turati,p,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,11
636,Breza,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
637,Bellanova,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,8
638,Maldini,c,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,1
639,Pirola,d,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,2
640,Prodl,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,12
641,Ciocci,p,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,18
642,Ladinetti,c,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,18
643,Moro,a,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,5
644,Gagliano,a,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,18
645,Dalle Mura,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,7
646,Gori P.,p,BEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
647,Volta,d,BEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
648,Gigliotti,d,CRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,
649,Mustacchio,c,CRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
650,Vagiannidis,d,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,2
651,Ravaglia,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,15
652,Desjardins,p,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,16
653,Krapikas,p,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,16
654,Gudjohnsen,a,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,16
655,Asoro,a,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,19
656,Ake' M.,a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,4
657,Luvumbo,a,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,18
658,Males,a,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,19
659,Boer,p,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,6
660,Alia,p,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,5
661,Amione,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,9
662,Basit,c,BEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
663,Gasparini,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,12
664,Rinaldi,p,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
665,Farelli,p,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,6
666,Rabbi,a,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
667,Dragusin,d,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,4
668,Kovalenko,c,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,8
669,Di Pardo,d,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,4
670,Ghislandi,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,8
671,Karamoko Is.,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,11
672,Correia,a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,4
673,Bove,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,6
674,Amey,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
675,Urbanski,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
676,Raimondo,a,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
677,Diambo,c,BEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
