,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni
323,Murru,d,TOR,11,"5,86","5,86",0,0,0 / 0,0,0,0,0
324,Rincon,c,TOR,36,"5,88","5,85",1,0,0 / 0,0,1,8,1
325,Benali,c,CRO,17,"5,85","5,85",0,0,0 / 0,0,1,2,0
326,Duncan,c,CAG,17,"5,82","5,85",0,0,0 / 0,0,1,2,0
327,Baselli,c,TOR,10,"5,95","5,85",0,0,0 / 0,0,0,2,0
328,Cristante,c,ROM,31,"5,90","5,85",1,0,0 / 0,0,1,8,0
329,Kouame',a,FIO,23,"5,72","5,85",1,0,0 / 0,0,1,4,0
330,Pereira A.,c,LAZ,17,"5,76","5,85",1,0,0 / 0,0,2,5,1
331,Muldur,d,SAS,27,"5,85","5,85",0,0,0 / 0,0,1,2,0
332,Dominguez,c,BOL,26,"5,88","5,85",1,0,0 / 0,0,0,8,0
333,Lovato,d,VER,23,"5,96","5,85",0,0,0 / 0,0,0,5,0
334,Chiellini,d,JUV,16,"6,03","5,84",0,0,0 / 0,0,1,4,0
335,Bentancur,c,JUV,32,"5,88","5,84",0,0,0 / 0,0,3,6,1
336,Bonifazi,d,UDI,28,"5,91","5,84",0,0,0 / 0,0,0,4,0
337,Zanellato,c,CRO,25,"5,72","5,84",1,0,0 / 0,0,1,3,0
338,Walace,c,UDI,28,"5,91","5,84",0,0,0 / 0,0,0,4,0
339,Chiriches,d,SAS,23,"5,74","5,83",2,0,0 / 0,0,1,6,0
340,Rogerio,d,SAS,26,"5,90","5,83",0,0,0 / 0,0,0,4,0
341,Lobotka,c,NAP,6,"6,0","5,83",0,0,0 / 0,0,0,2,0
342,Oliva,c,CAG,6,"5,83","5,83",0,0,0 / 0,0,1,2,0
343,Askildsen,c,SAM,3,"6,0","5,83",0,0,0 / 0,0,0,2,0
344,Tonelli,d,SAM,22,"5,93","5,82",1,0,0 / 0,0,0,11,0
345,De Maio,d,UDI,11,"5,82","5,82",0,0,0 / 0,0,0,1,0
346,Ionita,c,BEN,36,"5,74","5,82",2,0,0 / 0,0,0,6,0
347,Lirola,d,FIO,11,"5,86","5,82",0,0,0 / 0,0,1,3,0
348,Parolo,c,LAZ,13,"5,81","5,81",0,0,0 / 0,0,2,5,0
349,Cornelius,a,PAR,29,"5,64","5,81",1,0,0 / 0,0,4,4,0
350,Behrami,c,GEN,21,"5,88","5,81",0,0,0 / 0,0,0,1,1
351,Moncini,a,BEN,8,"5,81","5,81",0,0,0 / 0,0,0,0,0
352,Toljan,d,SAS,24,"5,77","5,81",0,0,0 / 0,0,2,2,0
353,Ferrer,d,SPE,16,"5,88","5,81",0,0,0 / 0,0,1,4,0
354,Diawara,c,ROM,10,"5,7","5,8",1,0,0 / 0,0,0,2,1
355,Llorente,a,UDI,15,"5,67","5,8",1,0,0 / 0,0,0,2,0
356,Rodrigo Becao,d,UDI,33,"5,79","5,80",1,0,0 / 0,0,0,5,0
357,Bernardeschi,c,JUV,21,"5,76","5,79",0,0,0 / 0,0,2,3,0
358,Glik,d,BEN,36,"5,78","5,79",2,0,0 / 0,0,1,7,1
359,Bennacer,c,MIL,21,"5,83","5,79",0,0,0 / 0,0,1,4,0
360,Kumbulla,d,ROM,19,"5,82","5,79",1,0,0 / 0,0,0,7,0
361,Sohm,c,PAR,17,"5,65","5,79",1,0,0 / 0,0,0,1,0
362,N'koulou,d,TOR,18,"5,75","5,78",1,0,0 / 0,0,0,5,0
363,Magnani,d,VER,23,"6,04","5,78",0,0,0 / 0,0,0,8,0
364,Lerager,c,GEN,16,"5,72","5,78",0,0,0 / 0,0,1,0,0
365,Obiang,c,SAS,25,"5,86","5,78",0,0,0 / 0,0,1,4,1
366,Callejon,c,FIO,15,"5,7","5,77",0,0,0 / 0,0,1,0,0
367,Marchizza,d,SPE,22,"5,77","5,77",0,0,0 / 0,0,2,4,0
368,Makengo,c,UDI,13,"5,81","5,77",0,0,0 / 0,0,0,1,0
369,Ceppitelli,d,CAG,19,"5,84","5,76",0,0,0 / 0,0,0,3,0
370,Juan Jesus,d,ROM,4,"5,75","5,75",0,0,0 / 0,0,0,0,0
371,Lulic,c,LAZ,16,"5,78","5,75",0,0,0 / 0,0,0,1,0
372,Dezi,c,PAR,2,"5,75","5,75",0,0,0 / 0,0,0,0,0
373,Goldaniga,d,GEN,24,"5,88","5,75",0,0,0 / 0,0,1,8,0
374,Siligardi,a,CRO,4,"5,75","5,75",0,0,0 / 0,0,0,0,0
375,Pereira P.,d,CRO,34,"5,72","5,75",0,0,0 / 0,0,4,6,0
376,Caldara,d,ATA,4,"5,88","5,75",0,0,0 / 0,0,0,1,0
377,Barreca,d,FIO,2,"5,75","5,75",0,0,0 / 0,0,0,0,0
378,Bastos,d,LAZ,2,"5,75","5,75",0,0,0 / 0,0,0,0,0
379,Berenguer,c,TOR,2,"5,75","5,75",0,0,0 / 0,0,0,0,0
380,Mora,c,SPE,2,"5,75","5,75",0,0,0 / 0,0,0,0,0
381,Crociata,c,CRO,2,"5,75","5,75",0,0,0 / 0,0,0,0,0
382,Vieira,c,VER,4,"5,88","5,75",0,0,0 / 0,0,0,1,0
383,Zeegelaar,d,UDI,24,"5,75","5,75",1,0,0 / 0,0,0,6,0
384,Ibanez,d,ROM,30,"5,9","5,75",0,0,0 / 0,0,1,5,1
385,Cetin,d,VER,6,"5,83","5,75",0,0,0 / 0,0,0,1,0
386,Sutalo,d,ATA,4,"5,75","5,75",0,0,0 / 0,0,0,0,0
387,Colombo,a,MIL,2,"5,75","5,75",0,0,0 / 0,0,0,0,0
388,Segre,c,TOR,4,"5,88","5,75",0,0,0 / 0,0,0,1,0
389,Tramoni M.,c,CAG,2,"5,75","5,75",0,0,0 / 0,0,0,1,0
390,Di Serio,a,BEN,8,"5,75","5,75",0,0,0 / 0,0,0,1,0
391,Ricci G.,d,PAR,2,"5,75","5,75",0,0,0 / 0,0,0,0,0
392,Darboe,c,ROM,4,"6,0","5,75",0,0,0 / 0,0,0,2,0
393,Escalante,c,LAZ,19,"5,87","5,74",0,0,0 / 0,0,0,5,0
394,Radovanovic,c,GEN,30,"5,82","5,73",0,0,0 / 0,0,0,6,0
395,Sturaro,c,VER,15,"5,73","5,73",1,0,0 / 0,0,0,6,0
396,Biraschi,d,GEN,13,"5,81","5,73",0,0,0 / 0,0,0,2,0
397,Pezzella Ger.,d,FIO,32,"5,72","5,73",1,0,0 / 0,0,0,5,0
398,Ayhan,d,SAS,13,"5,81","5,73",0,0,0 / 0,0,0,2,0
399,Djidji,d,CRO,18,"5,67","5,72",1,0,0 / 0,0,0,4,0
400,Amrabat,c,FIO,29,"5,84","5,72",0,0,0 / 0,0,0,7,0
401,Akpa Akpro,c,LAZ,25,"5,86","5,72",0,0,0 / 0,0,1,9,0
402,Cigarini,c,CRO,14,"5,89","5,71",0,0,0 / 0,0,0,3,1
403,Zapata C.,d,GEN,12,"5,79","5,71",0,0,0 / 0,0,0,2,0
404,Terzi,d,SPE,24,"5,73","5,71",1,0,0 / 0,0,1,7,1
405,Cutrone,a,FIO,7,"5,71","5,71",0,0,0 / 0,0,0,0,0
406,Walukiewicz,d,CAG,19,"5,68","5,71",0,0,0 / 0,0,1,1,0
407,Gabbia,d,MIL,7,"5,86","5,71",0,0,0 / 0,0,0,2,0
408,Ferrari A.,d,SAM,10,"5,85","5,7",0,0,0 / 0,0,0,3,0
409,Portanova,c,GEN,5,"5,8","5,7",0,0,0 / 0,0,0,1,0
410,Dawidowicz,d,VER,27,"5,85","5,70",0,0,0 / 0,0,0,9,0
411,Frabotta,d,JUV,10,"5,75","5,7",0,0,0 / 0,0,1,5,0
412,Muriqi,a,LAZ,20,"5,58","5,7",1,0,0 / 0,0,0,1,0
413,Inglese,a,PAR,13,"5,62","5,69",0,0,0 / 0,0,2,2,0
414,Borja Valero,c,FIO,11,"5,82","5,68",0,0,0 / 0,0,0,3,0
415,Bruno Alves,d,PAR,19,"5,61","5,68",1,0,0 / 0,0,0,3,0
416,Ceccherini,d,VER,28,"5,93","5,68",0,0,0 / 0,0,0,10,0
417,Dabo,c,BEN,17,"5,79","5,68",0,0,0 / 0,0,0,5,0
418,Carboni,d,CAG,14,"5,68","5,68",0,0,0 / 0,0,1,2,0
419,Improta,a,BEN,34,"5,75","5,68",1,0,0 / 0,0,0,7,0
420,Eduardo Henrique,c,CRO,17,"5,62","5,68",1,0,0 / 0,0,0,4,0
421,Osorio,d,PAR,22,"5,73","5,68",0,0,0 / 0,0,0,2,0
422,Mandzukic,a,MIL,6,"5,67","5,67",0,0,0 / 0,0,0,1,0
423,Dell'orco,d,SPE,6,"5,67","5,67",0,0,0 / 0,0,0,0,0
424,Rafael,p,SPE,3,"7,0","5,67",0,5,0 / 0,0,1,0,0
425,Malcuit,d,FIO,6,"5,67","5,67",0,0,0 / 0,0,0,0,0
426,Tonali,c,MIL,24,"5,73","5,67",0,0,0 / 0,0,0,1,1
427,Tuia,d,BEN,26,"5,67","5,67",1,0,0 / 0,0,0,6,0
428,Acampora,c,SPE,9,"5,78","5,67",0,0,0 / 0,0,0,2,0
429,Valenti,d,PAR,9,"5,67","5,67",0,0,0 / 0,0,0,0,0
430,Lucas Leiva,c,LAZ,32,"5,81","5,66",0,0,0 / 0,0,0,10,0
431,Masiello,d,GEN,30,"5,75","5,65",0,0,0 / 0,0,0,6,0
432,Magnanelli,c,SAS,7,"5,79","5,64",0,0,0 / 0,0,0,2,0
433,Luiz Felipe,d,LAZ,14,"5,82","5,64",0,0,0 / 0,0,0,5,0
434,Haraslin,a,SAS,11,"5,77","5,64",0,0,0 / 0,0,0,1,1
435,Deiola,c,CAG,19,"5,71","5,63",0,0,0 / 0,0,0,3,0
436,Empereur,d,VER,4,"5,75","5,62",0,0,0 / 0,0,0,1,0
437,Ramos,d,SPE,4,"5,75","5,62",0,0,0 / 0,0,0,1,0
438,Kokorin,a,FIO,4,"5,75","5,62",0,0,0 / 0,0,0,1,0
439,Chabot,d,SPE,22,"5,68","5,61",1,0,0 / 0,0,1,9,1
440,Igor,d,FIO,18,"5,75","5,61",0,0,0 / 0,0,0,5,0
441,Santon,d,ROM,10,"5,75","5,6",0,0,0 / 0,0,0,3,0
442,Fares,c,LAZ,21,"5,67","5,60",0,0,0 / 0,0,1,5,0
443,Linetty,c,TOR,24,"5,58","5,60",1,0,0 / 0,0,0,5,0
444,Venuti,d,FIO,24,"5,69","5,60",0,0,0 / 0,0,1,3,0
445,Cassata,c,GEN,5,"5,8","5,6",0,0,0 / 0,0,0,2,0
446,Marlon,d,SAS,21,"5,71","5,60",0,0,0 / 0,0,0,4,1
447,Cyprien,c,PAR,10,"5,7","5,6",0,0,0 / 0,0,0,2,0
448,Danilo Lar.,d,BOL,35,"5,67","5,59",0,0,0 / 0,0,1,8,0
449,Hickey,d,BOL,11,"5,82","5,59",0,0,0 / 0,0,0,3,1
450,La Gumina,a,SAM,6,"5,58","5,58",0,0,0 / 0,0,0,0,0
451,Buongiorno,d,TOR,12,"5,75","5,58",0,0,0 / 0,0,0,4,0
452,Dijks,d,BOL,20,"5,75","5,58",0,0,0 / 0,0,0,5,1
453,Barba,d,BEN,32,"5,67","5,55",0,0,0 / 0,0,2,8,0
454,Cataldi,c,LAZ,14,"5,68","5,54",0,0,0 / 0,0,0,4,0
455,Bani,d,PAR,26,"5,73","5,54",0,0,0 / 0,0,0,10,0
456,Rispoli,d,CRO,15,"5,67","5,53",0,0,0 / 0,0,0,4,0
457,Golemic,d,CRO,28,"5,41","5,52",2,0,1 / 1,0,0,4,1
458,Grassi,c,PAR,20,"5,68","5,5",0,0,0 / 0,0,0,3,0
459,Laurini,d,PAR,12,"5,54","5,5",0,0,0 / 0,0,0,1,0
460,Jajalo,c,UDI,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
461,Radu I.,p,INT,2,"6,0","5,5",0,1,0 / 0,0,0,0,0
462,Sprocati,a,PAR,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
463,Micin,a,UDI,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
464,Ter Avest,d,UDI,5,"5,5","5,5",0,0,0 / 0,0,0,0,0
465,Scozzarella,c,PAR,3,"5,67","5,5",0,0,0 / 0,0,0,1,0
466,Klavan,d,CAG,11,"5,55","5,5",0,0,0 / 0,0,0,1,0
467,Vavro,d,LAZ,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
468,Di Carmine,a,CRO,18,"5,56","5,5",0,0,0 / 0,0,0,2,0
469,Diallo Am.,a,ATA,1,"6,0","5,5",0,0,0 / 0,0,0,1,0
470,Mastinu,c,SPE,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
471,Magallan,d,CRO,28,"5,54","5,5",1,0,0 / 0,0,1,10,0
472,Kargbo,a,CRO,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
473,Piccini,d,ATA,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
474,Rojas,c,CRO,2,"5,5","5,5",0,0,0 / 0,0,0,1,0
475,Balogh,d,PAR,3,"5,67","5,5",0,0,0 / 0,0,0,1,0
476,Ruggeri,d,ATA,3,"5,5","5,5",0,0,0 / 0,0,0,0,0
477,Dierckx,d,PAR,7,"5,57","5,5",0,0,0 / 0,0,0,1,0
478,Antov,d,BOL,4,"5,62","5,5",0,0,0 / 0,0,0,1,0
479,Traore' C.,a,PAR,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
480,Kosznovszky,c,PAR,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
481,Patric,d,LAZ,23,"5,61","5,48",0,0,0 / 0,0,1,8,0
482,Vignali,d,SPE,21,"5,62","5,48",0,0,0 / 0,0,0,4,1
483,Rodriguez R.,d,TOR,16,"5,5","5,47",0,0,0 / 0,0,0,1,0
484,Cuomo,d,CRO,12,"5,62","5,46",0,0,0 / 0,0,0,4,0
485,Pellegrini Lu.,d,GEN,11,"5,64","5,45",0,0,0 / 0,0,1,2,0
486,Foulon,d,BEN,19,"5,66","5,45",0,0,0 / 0,0,0,4,0
487,Petriccione,c,CRO,15,"5,67","5,43",0,0,0 / 0,0,0,5,1
488,Lyanco,d,TOR,23,"5,61","5,43",0,0,0 / 0,0,0,8,0
489,Farago',d,BOL,6,"5,58","5,42",0,0,0 / 0,0,0,2,0
490,Caligara,c,CAG,6,"5,58","5,42",0,0,0 / 0,0,0,2,0
491,Baldursson,c,BOL,5,"5,6","5,4",0,0,0 / 0,0,0,2,0
492,Busi,d,PAR,19,"5,42","5,39",0,0,0 / 0,0,1,3,0
493,Hoedt,d,LAZ,12,"5,62","5,38",0,0,0 / 0,0,0,6,0
494,Szczesny,p,JUV,30,"6,22","5,38",0,32,0 / 0,2,1,0,0
495,Pisacane,d,CAG,4,"5,5","5,38",0,0,0 / 0,0,0,1,0
496,Kolarov,d,INT,4,"5,12","5,38",0,0,0 / 0,0,1,0,0
497,Ospina,p,NAP,16,"6,12","5,38",0,12,0 / 0,0,1,2,0
498,Donnarumma G.,p,MIL,37,"6,31","5,35",0,38,0 / 0,1,0,1,0
499,Peluso,d,SAS,3,"5,5","5,33",0,0,0 / 0,0,0,1,0
500,Tripaldelli,d,CAG,6,"5,42","5,33",0,0,0 / 0,0,0,1,0
501,Zirkzee,a,PAR,3,"5,33","5,33",0,0,0 / 0,0,0,0,0
502,Depaoli,d,BEN,20,"5,48","5,32",0,0,0 / 0,0,0,2,0
503,Luperto,d,CRO,22,"5,41","5,30",0,0,0 / 0,0,0,3,1
504,Gollini,p,ATA,25,"6,14","5,3",0,26,0 / 0,2,0,0,1
505,Dragus,a,CRO,5,"5,3","5,3",0,0,0 / 0,0,0,1,0
506,Mojica,d,ATA,5,"5,4","5,3",0,0,0 / 0,0,0,1,0
507,Reynolds,d,ROM,5,"5,3","5,3",0,0,0 / 0,0,0,0,0
508,Maksimovic,d,NAP,14,"5,46","5,29",0,0,0 / 0,0,0,1,0
509,Conti,d,PAR,9,"5,44","5,28",0,0,0 / 0,0,0,3,0
510,Danzi,c,VER,2,"5,5","5,25",0,0,0 / 0,0,0,1,0
511,Anderson D.,c,LAZ,2,"5,25","5,25",0,0,0 / 0,0,0,0,0
512,Denswil,d,BOL,2,"5,25","5,25",0,0,0 / 0,0,0,0,0
513,Calafiori,d,ROM,2,"5,75","5,25",0,0,0 / 0,0,0,2,0
514,Handanovic,p,INT,37,"5,99","5,19",0,33,0 / 0,2,0,1,0
515,Sala,d,SPE,6,"5,25","5,17",0,0,0 / 0,0,0,1,0
516,Iacoponi,d,PAR,15,"5,6","5,17",0,0,0 / 0,0,0,3,1
517,Marrone,d,CRO,19,"5,39","5,08",0,0,0 / 0,0,0,8,0
518,Maggio,d,BEN,6,"5,25","5,08",0,0,0 / 0,0,0,2,0
519,Audero,p,SAM,37,"6,34","5,07",0,54,0 / 0,2,1,0,0
520,Ujkani,p,TOR,1,"6,0","5,0",0,1,0 / 0,0,0,0,0
521,Padelli,p,INT,1,"6,0","5,0",0,1,0 / 0,0,0,0,0
522,Tupta,a,VER,1,"5,0","5,0",0,0,0 / 0,0,0,0,0
523,Pinsoglio,p,JUV,1,"6,0","5,0",0,1,0 / 0,0,0,0,0
524,Palumbo,c,UDI,1,"5,0","5,0",0,0,0 / 0,0,0,0,0
525,Vicario,p,CAG,4,"6,5","5,0",0,6,0 / 0,0,0,0,0
526,Paleari,p,GEN,3,"6,0","5,0",0,3,0 / 0,0,0,0,0
527,Onguene',d,GEN,3,"5,0","5,0",0,0,0 / 0,0,0,0,0
528,Sportiello,p,ATA,15,"6,17","4,97",0,21,0 / 0,1,0,0,0
529,Consigli,p,SAS,37,"6,35","4,91",0,56,0 / 0,1,0,1,0
530,Fuzato,p,ROM,5,"6,3","4,9",0,7,0 / 0,0,0,0,0
531,Silvestri,p,VER,34,"6,18","4,87",0,42,0 / 0,0,0,1,0
532,Dragowski,p,FIO,36,"6,22","4,86",0,55,0 / 0,2,0,0,0
533,Meret,p,NAP,22,"6,16","4,84",0,29,0 / 0,0,0,0,0
534,Cragno,p,CAG,34,"6,41","4,84",0,53,0 / 0,0,0,1,0
535,Perin,p,GEN,32,"6,25","4,83",0,44,0 / 0,0,0,1,1
536,Mirante,p,ROM,13,"6,08","4,77",0,19,0 / 0,1,0,2,0
537,Pau Lopez,p,ROM,21,"6,07","4,69",0,29,0 / 0,0,0,0,0
538,Skorupski,p,BOL,28,"6,12","4,68",0,46,0 / 0,2,0,1,0
539,Reina,p,LAZ,29,"6,07","4,64",0,41,0 / 0,0,0,1,0
540,Pandur,p,VER,4,"6,12","4,62",0,6,0 / 0,0,0,0,0
541,Milinkovic-Savic V.,p,TOR,5,"5,8","4,6",0,6,0 / 0,0,0,0,0
542,Musso,p,UDI,35,"6,11","4,59",0,51,0 / 0,0,0,5,0
543,Strakosha,p,LAZ,9,"6,0","4,39",0,14,0 / 0,0,0,1,0
544,Provedel,p,SPE,29,"6,10","4,29",0,55,0 / 0,1,0,1,0
545,Zoet,p,SPE,7,"6,07","4,29",0,12,0 / 0,0,0,1,0
546,Sirigu,p,TOR,32,"6,02","4,08",0,62,0 / 0,0,0,0,0
547,Mazzotta,d,CRO,1,"4,5","4,0",0,0,0 / 0,0,0,1,0
548,Manfredini,p,BEN,1,"5,0","4,0",0,1,0 / 0,0,0,0,0
549,Montipo',p,BEN,37,"6,0","3,99",0,74,0 / 0,1,0,3,0
550,Sepe,p,PAR,36,"6,01","3,90",0,76,0 / 0,0,0,0,0
551,Da Costa,p,BOL,6,"5,5","3,83",0,9,0 / 0,0,0,2,0
552,Cordaz,p,CRO,36,"6,11","3,57",0,91,0 / 0,0,0,1,0
553,Ravaglia F.,p,BOL,4,"5,75","3,25",0,10,0 / 0,0,0,0,0
554,Marchetti,p,GEN,4,"5,88","3,12",0,11,0 / 0,0,0,0,0
555,Scuffet,p,UDI,1,"5,0","3,0",0,2,0 / 0,0,0,0,0
556,Nicolas,p,UDI,2,"5,5","3,0",0,5,0 / 0,0,0,0,0
557,Colombi,p,PAR,2,"6,25","2,75",0,7,0 / 0,0,0,0,0
558,Regini,d,SAM,1,"4,5","2,5",0,0,0 / 0,0,0,0,0
559,Tatarusanu,p,MIL,1,"5,0","2,0",0,3,0 / 0,0,0,0,0
560,Radunovic,p,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
561,Sarr M.,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
562,Spolli,d,CRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
563,Babacar,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
564,Donnarumma An.,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
565,Laxalt,d,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
566,Perotti,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
567,Khedira,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
568,Allan,c,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
569,Higuain,a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
570,Florenzi,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
571,Antei,d,BEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
572,Gazzola,d,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
573,Benassi,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
574,Badu,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
575,Alastra,p,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
576,Donsah,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
577,Perisan,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
578,Kragl,c,BEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
579,Adjapong,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
580,Pajac,d,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
581,Zima L.,p,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
582,Aresti,p,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
583,Schick,a,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
584,Lukaku J.,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
585,Wallace,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
586,Milik,a,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
587,Ricci F.,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
588,Cristoforo,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
589,Kiyine,c,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
590,Castagne,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
591,Under,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
592,Jaroszynski,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
593,Del Pinto,c,BEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
594,Romagna,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
595,Dalbert,d,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
596,Rossi F.,p,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
597,Stepinski,a,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
598,El Yamiq,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
599,Sanogo,c,BEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
600,Zaniolo,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
601,Proto,p,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
602,Younes,a,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
603,Kluivert,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
604,Rosati,p,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
605,Dini,p,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
606,Kingsley,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
607,Contini,p,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
608,Frattesi,c,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
609,Riccardi,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
610,Bradaric F.,c,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
611,Aina,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
612,Troost-Ekong,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
613,Teodorczyk,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
614,Paqueta',c,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
615,Despodov,a,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
616,Nicolussi Caviglia,c,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
617,Brancolini,p,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
618,Montiel,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
619,Corbo,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
620,Armini,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
621,Jagiello,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
622,Adorante,a,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
623,Adekanye,a,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
624,Bocchetti,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
625,Jony,c,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
626,Carnesecchi,p,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
627,Pinna,d,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
628,Esposito,a,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
629,Ferigra,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
630,Rauti,a,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
631,Henderson L.,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
632,Schone,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
633,Avogadri,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
634,Ankersen,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
635,Turati,p,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
636,Breza,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
637,Bellanova,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
638,Maldini,c,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
639,Pirola,d,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
640,Prodl,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
641,Ciocci,p,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
642,Ladinetti,c,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
643,Moro,a,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
644,Gagliano,a,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
645,Dalle Mura,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
646,Gori P.,p,BEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
647,Volta,d,BEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
